feedback_id,rating,feedback_text,feedback_category,sentiment,feedback_date
6848727,4,Customer service was very helpful.,App Experience,Positive,06-08-23
7874507,4,"It was okay, nothing special.",Customer Service,Neutral,06-07-24
7897801,4,"Average experience, could improve.",Customer Service,Neutral,08-12-23
3955477,3,"It was okay, nothing special.",Customer Service,Neutral,10-02-24
8361895,5,Great prices and fast delivery!,Product Quality,Positive,18-01-24
8998981,2,Product was damaged during delivery.,App Experience,Negative,21-07-23
8658242,2,Delivery was late and I was unhappy.,Customer Service,Negative,23-09-24
6830287,5,Customer service was very helpful.,App Experience,Positive,14-05-23
3971008,4,The product met my expectations.,Product Quality,Neutral,20-10-23
2149421,1,Taste was not as expected.,Product Quality,Negative,03-07-23
7486824,4,"It was okay, nothing special.",Product Quality,Neutral,05-05-23
5794134,2,Customer service was not helpful.,Customer Service,Negative,06-04-24
428746,1,The packaging was poor.,Customer Service,Negative,27-09-24
9959366,3,Product was damaged during delivery.,Product Quality,Negative,08-10-24
1047169,2,Taste was not as expected.,Product Quality,Negative,19-10-24
3666835,3,Delivery was late and I was unhappy.,Customer Service,Negative,24-07-23
4528424,1,Delivery was late and I was unhappy.,Product Quality,Negative,06-05-23
1661576,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,11-07-23
3214742,1,Items were missing from my order.,Customer Service,Negative,17-07-23
9348855,3,"It was okay, nothing special.",Delivery,Neutral,22-03-24
1880170,3,"Average experience, could improve.",Delivery,Neutral,13-01-24
4822708,2,Product was damaged during delivery.,Delivery,Negative,25-08-23
2640301,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,23-02-24
5886463,4,"Excellent quality, will buy again!",Product Quality,Positive,28-03-23
198798,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,13-02-24
6189650,4,Very happy with the service!,App Experience,Positive,23-03-24
6113964,4,Very fresh and well-packaged.,Delivery,Positive,24-06-24
990607,4,"Average experience, could improve.",Product Quality,Neutral,16-11-23
3349831,4,"Average experience, could improve.",Product Quality,Neutral,11-05-23
4202073,5,Good selection of products.,Customer Service,Positive,09-03-24
4356181,3,The packaging was poor.,Product Quality,Negative,30-05-24
5935254,4,"Average experience, could improve.",Product Quality,Neutral,13-02-24
7700843,4,"Average experience, could improve.",Delivery,Neutral,05-07-23
1919314,3,"It was okay, nothing special.",Product Quality,Neutral,25-09-24
4463843,1,Delivery was late and I was unhappy.,App Experience,Negative,28-02-24
5430121,5,Will definitely order again.,Delivery,Positive,28-09-23
2057194,4,Items were in perfect condition.,App Experience,Positive,04-04-23
4780931,4,Very happy with the service!,Product Quality,Positive,26-06-23
5723232,3,Product was damaged during delivery.,Delivery,Negative,10-09-24
6433218,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,23-08-23
7072403,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,15-07-23
118938,1,The order was incorrect.,Product Quality,Negative,03-08-23
1423397,3,"It was okay, nothing special.",Customer Service,Neutral,22-09-23
5419897,3,Items were missing from my order.,Product Quality,Negative,31-08-23
1233739,5,Good selection of products.,Customer Service,Positive,21-06-24
5454727,3,Delivery was late and I was unhappy.,Customer Service,Negative,22-12-23
7321410,4,The product met my expectations.,Product Quality,Neutral,20-07-23
1535389,5,"Overall good experience, thank you!",Product Quality,Positive,25-08-23
1932105,1,I had a bad experience.,Product Quality,Negative,21-09-24
2485712,1,Delivery was late and I was unhappy.,Customer Service,Negative,11-01-24
7095114,4,"It was okay, nothing special.",Product Quality,Neutral,29-03-23
8754801,4,"Average experience, could improve.",Delivery,Neutral,22-04-24
708906,4,Items were in perfect condition.,Product Quality,Positive,18-12-23
6114451,5,"Excellent quality, will buy again!",Product Quality,Positive,19-01-24
3904154,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,22-02-24
6331158,2,Not worth the price I paid.,Delivery,Negative,10-12-23
5337672,2,Items were missing from my order.,Product Quality,Negative,24-01-24
6075585,3,Customer service was not helpful.,Customer Service,Negative,27-05-23
9148692,3,Not worth the price I paid.,Customer Service,Negative,08-06-23
2620357,4,"It was okay, nothing special.",Customer Service,Neutral,06-06-23
2110118,3,Not worth the price I paid.,Customer Service,Negative,25-10-24
3923366,3,"Average experience, could improve.",App Experience,Neutral,06-08-24
4219934,3,"It was okay, nothing special.",App Experience,Neutral,25-04-23
7017828,4,Great prices and fast delivery!,Customer Service,Positive,04-03-24
3124544,3,"It was okay, nothing special.",Customer Service,Neutral,06-06-24
4248541,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,24-04-24
6816809,3,The product met my expectations.,Delivery,Neutral,21-06-24
6782753,4,"Excellent quality, will buy again!",Customer Service,Positive,09-12-23
6472024,2,The order was incorrect.,Product Quality,Negative,20-07-24
3791212,4,"Average experience, could improve.",Product Quality,Neutral,22-03-23
3707264,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,26-03-23
5712937,4,The product met my expectations.,App Experience,Neutral,29-01-24
1999063,4,"Average experience, could improve.",App Experience,Neutral,17-12-23
4759404,4,"It was okay, nothing special.",App Experience,Neutral,16-11-23
2811358,3,The product met my expectations.,App Experience,Neutral,07-09-23
316860,5,"Excellent quality, will buy again!",App Experience,Positive,21-04-24
9479999,1,Items were missing from my order.,Product Quality,Negative,31-01-24
8778008,3,I had a bad experience.,Product Quality,Negative,03-05-24
7865973,4,Good selection of products.,App Experience,Positive,16-10-24
6378864,3,Not worth the price I paid.,App Experience,Negative,31-03-23
721269,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,17-03-24
1943305,4,"Overall good experience, thank you!",Delivery,Positive,19-06-24
4321323,1,The packaging was poor.,Product Quality,Negative,30-06-23
8770514,3,The order was incorrect.,App Experience,Negative,30-07-24
4021637,3,Items were missing from my order.,Customer Service,Negative,13-04-23
8963005,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,19-07-23
1079217,3,"Average experience, could improve.",Delivery,Neutral,31-10-23
2559841,3,The product met my expectations.,Product Quality,Neutral,19-01-24
3146820,5,Highly recommended!,App Experience,Positive,16-05-24
5129748,5,Very fresh and well-packaged.,Customer Service,Positive,03-04-24
3324824,5,Will definitely order again.,App Experience,Positive,11-01-24
3538390,5,Highly recommended!,Product Quality,Positive,09-06-23
9243996,2,Very disappointed with the quality.,App Experience,Negative,27-03-24
6981223,5,Customer service was very helpful.,Customer Service,Positive,16-08-23
9234407,3,I had a bad experience.,Customer Service,Negative,28-12-23
4644037,4,Great prices and fast delivery!,Customer Service,Positive,15-12-23
1323945,5,Good selection of products.,Customer Service,Positive,13-02-24
8197033,3,Items were missing from my order.,Product Quality,Negative,17-09-24
6928781,3,The product met my expectations.,Customer Service,Neutral,04-11-23
9727313,5,"Excellent quality, will buy again!",App Experience,Positive,16-06-24
6572292,4,"It was okay, nothing special.",Customer Service,Neutral,10-08-24
8486730,1,I had a bad experience.,Product Quality,Negative,14-12-23
1380291,5,Very fresh and well-packaged.,Delivery,Positive,21-04-23
2798148,4,"Average experience, could improve.",App Experience,Neutral,30-10-23
1338602,5,Items were in perfect condition.,Delivery,Positive,11-07-24
1199866,4,"Overall good experience, thank you!",Product Quality,Positive,13-02-24
4877828,3,"Average experience, could improve.",Customer Service,Neutral,24-10-24
2978050,3,Product was damaged during delivery.,App Experience,Negative,03-06-24
6330069,4,"Overall good experience, thank you!",Delivery,Positive,21-02-24
9323104,5,Items were in perfect condition.,App Experience,Positive,16-03-24
7074464,3,"It was okay, nothing special.",Product Quality,Neutral,10-10-24
9615396,1,I had a bad experience.,Delivery,Negative,19-04-24
8636120,4,Very fresh and well-packaged.,Product Quality,Positive,25-09-23
9072122,4,Highly recommended!,Delivery,Positive,11-05-24
6779760,2,Very disappointed with the quality.,Product Quality,Negative,11-08-24
7834463,5,Great prices and fast delivery!,Customer Service,Positive,31-05-23
5270693,3,The product met my expectations.,Customer Service,Neutral,05-01-24
6489502,5,Items were in perfect condition.,Delivery,Positive,16-03-23
6445544,4,The product met my expectations.,Customer Service,Neutral,01-07-23
610781,5,Great prices and fast delivery!,Product Quality,Positive,03-06-24
7850415,4,Customer service was very helpful.,Product Quality,Positive,01-11-24
946859,3,Product was damaged during delivery.,Product Quality,Negative,01-05-23
8497609,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,18-06-24
1479097,3,"It was okay, nothing special.",Customer Service,Neutral,25-09-23
8915207,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,16-10-24
960721,5,Good selection of products.,Delivery,Positive,09-07-24
2966033,4,"Excellent quality, will buy again!",Customer Service,Positive,13-10-24
7025995,1,The order was incorrect.,Delivery,Negative,03-05-24
7716158,5,Great prices and fast delivery!,Product Quality,Positive,12-07-24
3761883,5,Very happy with the service!,Delivery,Positive,16-05-24
1228177,3,"Average experience, could improve.",Customer Service,Neutral,17-06-24
7485105,2,Customer service was not helpful.,App Experience,Negative,03-09-24
1700955,5,Great prices and fast delivery!,Delivery,Positive,20-02-24
5249664,3,"It was okay, nothing special.",Delivery,Neutral,07-12-23
3834078,3,Product was damaged during delivery.,Product Quality,Negative,03-11-24
3026460,2,Product was damaged during delivery.,Product Quality,Negative,05-04-23
8411117,5,Great prices and fast delivery!,Product Quality,Positive,28-12-23
5879083,3,"Average experience, could improve.",App Experience,Neutral,16-06-24
8820500,4,Customer service was very helpful.,Delivery,Positive,28-09-23
9689536,4,The product met my expectations.,Delivery,Neutral,22-03-23
2324970,4,"Average experience, could improve.",Customer Service,Neutral,17-08-23
8997357,4,Very happy with the service!,Customer Service,Positive,11-09-23
2167745,5,Very happy with the service!,App Experience,Positive,26-05-23
4994524,1,Delivery was late and I was unhappy.,Product Quality,Negative,19-05-24
7633938,2,Taste was not as expected.,Delivery,Negative,28-05-23
6208391,3,Customer service was not helpful.,Customer Service,Negative,31-08-24
4852214,3,"Average experience, could improve.",Delivery,Neutral,15-10-24
2090936,3,"Average experience, could improve.",Delivery,Neutral,11-06-24
6943792,4,Will definitely order again.,Customer Service,Positive,18-01-24
3001571,5,Very fresh and well-packaged.,Product Quality,Positive,11-06-23
3362804,4,Items were in perfect condition.,Delivery,Positive,04-10-23
5222661,5,Customer service was very helpful.,App Experience,Positive,04-06-24
8408734,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,05-07-24
2865376,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,04-01-24
3485907,1,The order was incorrect.,Product Quality,Negative,08-04-23
3564429,1,Not worth the price I paid.,Customer Service,Negative,29-06-23
2354061,4,The product met my expectations.,Customer Service,Neutral,04-07-24
5143392,1,Delivery was late and I was unhappy.,Customer Service,Negative,25-05-23
6081659,1,The packaging was poor.,Product Quality,Negative,10-06-24
9081242,4,"Average experience, could improve.",Customer Service,Neutral,19-10-23
7676494,4,Good selection of products.,Product Quality,Positive,01-01-24
3372274,5,Items were in perfect condition.,Product Quality,Positive,30-05-24
2668183,4,"Average experience, could improve.",Delivery,Neutral,04-02-24
9017576,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,29-04-24
9615817,3,The product met my expectations.,Customer Service,Neutral,16-04-23
2674022,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,04-01-24
3483103,3,"Average experience, could improve.",Delivery,Neutral,16-05-24
5247856,1,Customer service was not helpful.,Customer Service,Negative,05-12-23
1347300,4,"It was okay, nothing special.",Customer Service,Neutral,02-09-24
8833557,1,Items were missing from my order.,Delivery,Negative,03-12-23
9418089,1,Taste was not as expected.,Customer Service,Negative,24-08-23
8553394,1,Very disappointed with the quality.,Customer Service,Negative,26-04-23
2206753,1,Not worth the price I paid.,App Experience,Negative,24-09-23
7654661,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,05-09-23
3134670,4,The product met my expectations.,Customer Service,Neutral,22-10-23
8208192,5,Customer service was very helpful.,App Experience,Positive,04-08-23
2274190,2,The order was incorrect.,Product Quality,Negative,15-02-24
5575749,4,Very happy with the service!,Customer Service,Positive,15-08-24
9532989,3,The product met my expectations.,App Experience,Neutral,09-05-23
4159082,3,I had a bad experience.,Product Quality,Negative,15-03-24
9149279,2,Not worth the price I paid.,Product Quality,Negative,17-08-24
2894327,4,"It was okay, nothing special.",Customer Service,Neutral,18-04-24
6593393,4,Great prices and fast delivery!,Delivery,Positive,10-11-23
775096,3,Items were missing from my order.,Customer Service,Negative,20-05-23
7053125,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,20-02-24
6542722,2,The order was incorrect.,App Experience,Negative,23-09-23
4136901,4,Highly recommended!,App Experience,Positive,23-10-23
5898159,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,05-09-24
2993223,2,Delivery was late and I was unhappy.,Delivery,Negative,21-05-23
3630731,4,"Average experience, could improve.",App Experience,Neutral,17-04-24
553172,4,"Average experience, could improve.",App Experience,Neutral,08-10-24
1138430,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,26-03-24
6829824,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,13-09-24
6312641,4,The product met my expectations.,Delivery,Neutral,06-08-24
1415437,3,"It was okay, nothing special.",Product Quality,Neutral,12-02-24
6968296,4,Highly recommended!,Customer Service,Positive,06-12-23
6819722,3,"Average experience, could improve.",App Experience,Neutral,26-01-24
8560926,4,Very happy with the service!,App Experience,Positive,16-05-24
2904408,4,The product met my expectations.,Customer Service,Neutral,11-06-24
6260794,3,The order was incorrect.,Customer Service,Negative,01-05-23
3449473,4,Very happy with the service!,Delivery,Positive,25-10-23
9676654,5,Great prices and fast delivery!,Product Quality,Positive,20-04-24
5646360,5,Customer service was very helpful.,Customer Service,Positive,11-05-24
5287611,3,The product met my expectations.,Product Quality,Neutral,05-06-23
9208286,2,The order was incorrect.,App Experience,Negative,08-08-23
5501470,2,Product was damaged during delivery.,Delivery,Negative,13-05-24
2201588,5,Good selection of products.,Product Quality,Positive,02-11-23
4995551,2,I had a bad experience.,Product Quality,Negative,24-10-23
3365462,4,"Overall good experience, thank you!",Delivery,Positive,20-02-24
528097,4,Good selection of products.,Delivery,Positive,05-04-23
8894946,4,"Average experience, could improve.",Product Quality,Neutral,28-04-24
7585061,5,"Excellent quality, will buy again!",App Experience,Positive,17-12-23
2095888,4,"Overall good experience, thank you!",Delivery,Positive,10-05-24
324284,3,"Average experience, could improve.",Delivery,Neutral,02-09-24
4804085,4,Items were in perfect condition.,App Experience,Positive,13-04-24
1117369,2,Product was damaged during delivery.,Product Quality,Negative,22-07-24
8230467,5,"Overall good experience, thank you!",App Experience,Positive,21-09-24
3317785,3,Delivery was late and I was unhappy.,Product Quality,Negative,25-04-23
1657911,3,"It was okay, nothing special.",Product Quality,Neutral,30-03-23
9323347,3,Items were missing from my order.,App Experience,Negative,03-07-24
1001453,5,Great prices and fast delivery!,Delivery,Positive,21-10-24
6467390,4,Good selection of products.,App Experience,Positive,15-04-24
7156357,3,Not worth the price I paid.,App Experience,Negative,07-12-23
7151992,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,27-08-24
8681897,4,"Excellent quality, will buy again!",Customer Service,Positive,27-05-23
6852774,5,Will definitely order again.,Product Quality,Positive,29-04-24
569515,4,Great prices and fast delivery!,Delivery,Positive,05-09-23
9525031,2,The packaging was poor.,Product Quality,Negative,07-05-24
9695621,3,Not worth the price I paid.,App Experience,Negative,01-11-24
8141929,3,Delivery was late and I was unhappy.,App Experience,Negative,02-07-24
5776932,4,Will definitely order again.,Customer Service,Positive,22-01-24
5434624,2,Customer service was not helpful.,Product Quality,Negative,12-09-24
5453100,4,Good selection of products.,Customer Service,Positive,02-03-24
8057176,3,I had a bad experience.,Customer Service,Negative,06-10-24
6846846,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,09-08-23
5208877,4,Will definitely order again.,Customer Service,Positive,15-03-24
2410464,4,"Average experience, could improve.",App Experience,Neutral,17-10-23
9081630,2,Items were missing from my order.,Product Quality,Negative,27-11-23
6598543,1,Product was damaged during delivery.,App Experience,Negative,16-12-23
450610,4,Customer service was very helpful.,Delivery,Positive,16-03-24
8349571,1,Customer service was not helpful.,App Experience,Negative,24-08-24
4285730,4,"Average experience, could improve.",Product Quality,Neutral,15-04-24
4809263,4,Good selection of products.,App Experience,Positive,02-04-23
28432,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,06-05-23
3839071,4,Very happy with the service!,Customer Service,Positive,21-07-24
4319977,4,"Overall good experience, thank you!",Customer Service,Positive,02-10-24
5463524,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,20-05-24
4356872,3,I had a bad experience.,Delivery,Negative,22-05-24
7878663,4,Customer service was very helpful.,Product Quality,Positive,15-10-23
4857169,2,Customer service was not helpful.,Customer Service,Negative,23-07-24
1942072,1,Delivery was late and I was unhappy.,Customer Service,Negative,24-04-24
6124518,1,The order was incorrect.,Delivery,Negative,17-11-23
7931562,4,Will definitely order again.,Product Quality,Positive,26-11-23
2043914,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,17-07-24
2626791,4,"Average experience, could improve.",Delivery,Neutral,31-03-24
4501779,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,23-10-23
8855501,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,28-08-23
7639568,3,Customer service was not helpful.,App Experience,Negative,27-05-24
5453353,3,"Average experience, could improve.",Delivery,Neutral,25-05-23
5467505,4,"It was okay, nothing special.",App Experience,Neutral,28-10-23
8701014,2,Delivery was late and I was unhappy.,Delivery,Negative,06-09-23
5336879,2,The order was incorrect.,Product Quality,Negative,03-10-23
6453103,1,Items were missing from my order.,Delivery,Negative,15-06-23
3958853,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,10-03-24
9085939,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,06-10-24
2480674,3,"Average experience, could improve.",Customer Service,Neutral,01-11-23
9215137,5,Very happy with the service!,Customer Service,Positive,23-04-23
6081427,4,Customer service was very helpful.,Customer Service,Positive,14-01-24
5150934,4,"Average experience, could improve.",Customer Service,Neutral,21-07-24
761648,2,Product was damaged during delivery.,Delivery,Negative,02-04-24
2681578,3,"Average experience, could improve.",Customer Service,Neutral,07-07-24
9942145,4,Very fresh and well-packaged.,Customer Service,Positive,19-10-23
7353695,5,Very fresh and well-packaged.,App Experience,Positive,10-09-24
4236291,2,The order was incorrect.,Product Quality,Negative,30-11-23
4219382,4,Great prices and fast delivery!,Product Quality,Positive,27-03-23
8580133,1,Taste was not as expected.,Product Quality,Negative,21-08-23
2841833,1,Taste was not as expected.,Customer Service,Negative,25-01-24
9049506,3,Customer service was not helpful.,Product Quality,Negative,26-09-23
3239235,3,Not worth the price I paid.,Delivery,Negative,07-09-23
49570,5,Good selection of products.,Customer Service,Positive,12-08-24
2719090,1,Not worth the price I paid.,App Experience,Negative,08-08-23
3002219,2,Taste was not as expected.,Customer Service,Negative,03-05-24
2801569,2,The packaging was poor.,Customer Service,Negative,27-06-24
1302585,2,I had a bad experience.,Customer Service,Negative,24-04-24
8597123,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,02-06-23
5871103,4,Highly recommended!,App Experience,Positive,05-05-23
4879303,5,Very happy with the service!,Product Quality,Positive,25-06-24
5549223,5,Good selection of products.,Customer Service,Positive,12-10-23
695372,4,Good selection of products.,App Experience,Positive,30-05-23
3768358,5,"Overall good experience, thank you!",App Experience,Positive,29-03-24
2548472,3,The product met my expectations.,Customer Service,Neutral,09-03-24
3624049,5,Highly recommended!,Customer Service,Positive,25-07-24
4172409,5,Highly recommended!,Customer Service,Positive,13-04-24
4523289,4,"Average experience, could improve.",App Experience,Neutral,08-08-24
5363730,4,"It was okay, nothing special.",Product Quality,Neutral,08-09-24
1479616,5,Very fresh and well-packaged.,App Experience,Positive,10-11-23
9028098,3,"It was okay, nothing special.",App Experience,Neutral,09-06-23
3226423,3,The order was incorrect.,Product Quality,Negative,19-04-23
2894458,4,Items were in perfect condition.,Customer Service,Positive,01-03-24
2454880,4,Very happy with the service!,Product Quality,Positive,28-03-24
8629527,3,The product met my expectations.,App Experience,Neutral,27-06-23
270589,5,"Excellent quality, will buy again!",Customer Service,Positive,18-07-24
7304927,1,Very disappointed with the quality.,Delivery,Negative,10-06-24
7791478,3,The product met my expectations.,App Experience,Neutral,16-06-23
7477228,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,29-01-24
1944212,1,Not worth the price I paid.,Customer Service,Negative,07-12-23
8458096,1,Items were missing from my order.,Delivery,Negative,27-02-24
1253043,2,Items were missing from my order.,Product Quality,Negative,08-08-24
9403741,3,Product was damaged during delivery.,Product Quality,Negative,08-09-24
7465998,5,Will definitely order again.,App Experience,Positive,10-05-24
8662941,5,"Overall good experience, thank you!",Product Quality,Positive,28-09-24
7152198,3,"It was okay, nothing special.",Delivery,Neutral,15-05-24
1093536,4,The product met my expectations.,Customer Service,Neutral,18-07-23
7243157,3,"Average experience, could improve.",Product Quality,Neutral,21-06-23
9922332,5,Great prices and fast delivery!,Delivery,Positive,31-12-23
1675649,3,Not worth the price I paid.,App Experience,Negative,08-04-23
2025024,5,"Excellent quality, will buy again!",Product Quality,Positive,22-09-24
7517863,4,"Average experience, could improve.",App Experience,Neutral,07-06-23
1699913,3,Customer service was not helpful.,Product Quality,Negative,17-04-23
7483634,3,"It was okay, nothing special.",Delivery,Neutral,04-11-24
6057729,5,Customer service was very helpful.,Delivery,Positive,31-05-24
3051987,4,The product met my expectations.,Product Quality,Neutral,08-04-24
3311244,2,Customer service was not helpful.,Delivery,Negative,08-07-23
5836719,1,Items were missing from my order.,App Experience,Negative,07-02-24
4020070,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,03-10-24
4636707,4,Items were in perfect condition.,App Experience,Positive,20-06-24
187542,4,Will definitely order again.,Delivery,Positive,20-04-24
4396650,3,The product met my expectations.,Product Quality,Neutral,23-10-23
542263,4,Good selection of products.,Delivery,Positive,14-07-24
4776792,4,"It was okay, nothing special.",Customer Service,Neutral,23-07-23
3599242,5,"Excellent quality, will buy again!",Product Quality,Positive,17-04-23
1985991,4,The product met my expectations.,Product Quality,Neutral,09-05-23
2330293,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,14-07-23
6166248,4,The product met my expectations.,Customer Service,Neutral,06-11-23
7387379,1,Customer service was not helpful.,App Experience,Negative,14-11-23
711303,1,Not worth the price I paid.,Delivery,Negative,14-04-23
505660,1,Product was damaged during delivery.,Delivery,Negative,10-07-24
6098728,4,Great prices and fast delivery!,Customer Service,Positive,20-12-23
2091055,5,Very fresh and well-packaged.,Delivery,Positive,21-04-23
4562866,2,I had a bad experience.,App Experience,Negative,27-07-23
1917447,3,Not worth the price I paid.,Delivery,Negative,10-09-24
8056653,2,The packaging was poor.,Product Quality,Negative,16-06-23
4731537,3,"It was okay, nothing special.",App Experience,Neutral,21-08-23
8258208,4,"Average experience, could improve.",Delivery,Neutral,07-08-23
1816046,3,The product met my expectations.,App Experience,Neutral,31-12-23
5082750,3,Customer service was not helpful.,Product Quality,Negative,02-11-23
9757843,4,Very happy with the service!,Product Quality,Positive,10-12-23
2111693,5,"Excellent quality, will buy again!",Product Quality,Positive,03-05-24
7539747,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,07-01-24
7312687,3,Delivery was late and I was unhappy.,Customer Service,Negative,09-04-23
578260,1,Product was damaged during delivery.,App Experience,Negative,30-06-23
4088993,5,"Overall good experience, thank you!",Delivery,Positive,04-10-23
4049457,2,Product was damaged during delivery.,App Experience,Negative,11-04-24
4894139,1,I had a bad experience.,App Experience,Negative,29-09-24
6973629,5,Items were in perfect condition.,Delivery,Positive,27-07-24
7645524,3,The packaging was poor.,Customer Service,Negative,14-09-23
551355,3,The product met my expectations.,Delivery,Neutral,07-11-23
6753827,5,"Overall good experience, thank you!",App Experience,Positive,01-06-23
795431,2,Delivery was late and I was unhappy.,App Experience,Negative,27-09-23
7042439,5,Great prices and fast delivery!,App Experience,Positive,21-06-24
693454,1,Product was damaged during delivery.,Product Quality,Negative,09-03-24
562006,4,"Average experience, could improve.",App Experience,Neutral,17-08-23
4366924,1,Items were missing from my order.,Customer Service,Negative,15-12-23
991290,5,Will definitely order again.,Product Quality,Positive,06-10-24
7004363,4,Very happy with the service!,Customer Service,Positive,19-09-23
7464077,4,The product met my expectations.,App Experience,Neutral,16-02-24
8769084,4,"It was okay, nothing special.",Delivery,Neutral,16-11-23
1551406,3,I had a bad experience.,Customer Service,Negative,15-02-24
3064209,4,"Excellent quality, will buy again!",Customer Service,Positive,23-08-23
947,1,Customer service was not helpful.,App Experience,Negative,27-09-23
2267899,2,Delivery was late and I was unhappy.,App Experience,Negative,05-09-24
2954942,4,Items were in perfect condition.,Customer Service,Positive,09-10-23
9775764,2,The packaging was poor.,Customer Service,Negative,10-08-24
7391471,2,Very disappointed with the quality.,Customer Service,Negative,22-02-24
4497261,4,The product met my expectations.,Product Quality,Neutral,09-04-23
6122779,5,Good selection of products.,Customer Service,Positive,08-08-24
7576416,3,"It was okay, nothing special.",App Experience,Neutral,14-08-23
4697247,2,Product was damaged during delivery.,Customer Service,Negative,15-12-23
691219,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,12-05-23
5166281,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,16-09-24
1382377,3,Customer service was not helpful.,Customer Service,Negative,16-09-23
97811,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,11-06-23
5621884,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,26-07-24
3808119,2,Not worth the price I paid.,Product Quality,Negative,22-08-23
2046453,2,Delivery was late and I was unhappy.,Product Quality,Negative,25-04-23
8438675,2,Delivery was late and I was unhappy.,Delivery,Negative,03-05-23
6032503,4,Great prices and fast delivery!,Delivery,Positive,27-01-24
4480675,5,Very fresh and well-packaged.,Delivery,Positive,06-06-24
4809948,1,Product was damaged during delivery.,Customer Service,Negative,23-08-23
4863117,3,The product met my expectations.,Customer Service,Neutral,14-06-23
2044654,1,Taste was not as expected.,App Experience,Negative,04-04-23
2287698,5,Will definitely order again.,App Experience,Positive,28-09-23
5142344,1,The packaging was poor.,Delivery,Negative,23-05-23
2440501,2,Items were missing from my order.,Customer Service,Negative,10-04-24
8368694,4,"Average experience, could improve.",Product Quality,Neutral,01-08-24
3759920,3,The order was incorrect.,Customer Service,Negative,22-09-23
4041388,3,Very disappointed with the quality.,App Experience,Negative,06-02-24
2902698,3,Very disappointed with the quality.,Customer Service,Negative,12-06-24
3980335,4,Customer service was very helpful.,App Experience,Positive,06-08-23
7570854,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,09-01-24
3514343,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,12-03-24
998290,3,The product met my expectations.,Delivery,Neutral,10-04-24
3367308,1,The order was incorrect.,Product Quality,Negative,12-06-24
7059559,2,Product was damaged during delivery.,Delivery,Negative,07-10-24
5924784,4,Will definitely order again.,Customer Service,Positive,30-06-23
8946524,4,The product met my expectations.,App Experience,Neutral,21-09-24
6399504,1,I had a bad experience.,Customer Service,Negative,25-08-24
2714845,3,"Average experience, could improve.",Product Quality,Neutral,18-07-24
6673711,2,Not worth the price I paid.,Delivery,Negative,19-06-23
2934013,4,"Excellent quality, will buy again!",Product Quality,Positive,07-09-24
1368168,4,The product met my expectations.,Delivery,Neutral,25-03-23
6113742,4,"Overall good experience, thank you!",App Experience,Positive,15-09-23
3227569,4,"Average experience, could improve.",Customer Service,Neutral,14-09-24
5227689,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,12-11-23
9554223,1,Delivery was late and I was unhappy.,Product Quality,Negative,16-10-24
5832996,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,18-06-23
1975368,5,Great prices and fast delivery!,Customer Service,Positive,22-11-23
